genome_id,ceftriaxone,ciprofloxacin,meropenem
562.79503,,Susceptible,
562.79519,Susceptible,,
562.7952,,,Susceptible
562.79526,,,Susceptible
562.79533,,,Susceptible
562.79539,,,Susceptible
562.79555,Susceptible,,
562.79562,,Resistant,
562.79569,,,Susceptible
562.79579,,,Susceptible
562.79582,Susceptible,,
562.79589,,Susceptible,
562.79593,Susceptible,,
562.79597,Susceptible,,
562.796,,Susceptible,
562.79615,,Resistant,
562.79616,,Susceptible,Susceptible
562.79621,,,Susceptible
562.79624,,,Susceptible
562.7964,,Susceptible,
562.7967,Susceptible,,
562.7971,Susceptible,,Susceptible
562.7981,Susceptible,,Susceptible
562.7986,,,Susceptible
562.799,Resistant,Susceptible,
562.7992,,,Susceptible
562.7998,Susceptible,,
562.8008,,,Susceptible
562.80153,Resistant,,
562.80154,,Resistant,
562.80156,,,Susceptible
562.80159,,,Susceptible
562.8016,,,Susceptible
562.80165,,Susceptible,
562.80184,,Susceptible,
562.80194,,,Resistant
562.802,,,Susceptible
562.80218,Susceptible,,
562.80231,,,Susceptible
562.80233,,,Susceptible
562.80239,,Susceptible,
562.80263,Susceptible,,
562.80278,Susceptible,,
562.80282,Resistant,,
562.80298,,Resistant,
562.8031,Susceptible,,
562.80315,,,Susceptible
562.80322,Susceptible,Susceptible,
562.80333,Susceptible,,
562.80343,,,Susceptible
562.80345,Resistant,,
562.80357,,,Susceptible
562.80359,,Resistant,
562.8036,,,Susceptible
562.80361,,Resistant,
562.80368,,Susceptible,
562.80374,,,Resistant
562.80376,,Resistant,
562.80381,Resistant,,
562.80391,,Resistant,
562.80407,Resistant,,
562.80413,,Susceptible,
562.80417,Susceptible,Susceptible,Susceptible
562.80431,,Susceptible,
562.80442,,,Susceptible
562.80446,Susceptible,,
562.80461,,Resistant,
562.80483,,,Susceptible
562.80516,Resistant,,
562.8053,Susceptible,,
562.80534,Susceptible,,
562.80535,,Resistant,
562.80551,Susceptible,Resistant,
562.80592,Susceptible,,
562.80598,,Susceptible,
562.806,,,Susceptible
562.80601,,,Susceptible
562.80613,,Susceptible,
562.80633,,Susceptible,
562.80649,Susceptible,,
562.8065,,Susceptible,
562.80652,Resistant,,
562.80669,,,Resistant
562.80682,,,Susceptible
562.80687,,Susceptible,
562.80707,,Susceptible,
562.80718,,,Susceptible
562.80726,,,Susceptible
562.80736,Resistant,,
562.80751,Resistant,,
562.80757,,,Susceptible
562.8076,,,Susceptible
562.80792,,Resistant,Susceptible
562.80797,,Resistant,
562.80802,,Susceptible,
562.80806,,Resistant,
562.8081,,Resistant,Susceptible
562.80828,,,Susceptible
562.80829,Susceptible,,
562.80857,,,Susceptible
562.80858,Resistant,,
562.80863,,Susceptible,
562.80884,,,Susceptible
562.80888,,Susceptible,
562.80894,,,Susceptible
562.80899,,Susceptible,
562.80906,Resistant,,
562.80923,,Resistant,
562.80924,,,Resistant
562.80926,Resistant,,
562.80929,,,Susceptible
562.80936,Susceptible,,
562.80939,,Susceptible,
562.8095,,Susceptible,
562.80953,,,Susceptible
562.80974,Susceptible,Susceptible,
562.80983,Susceptible,,
562.81009,,,Susceptible
562.81025,,Susceptible,
562.81058,Susceptible,,
562.81065,Susceptible,,
562.81066,,,Susceptible
562.81072,,Susceptible,
562.81089,Susceptible,,
562.81093,,Susceptible,
562.81098,Susceptible,,
562.81104,,,Susceptible
562.81108,,,Susceptible
562.81112,,Susceptible,
562.81146,Susceptible,,
562.81159,Susceptible,,
562.81179,Susceptible,,
562.81191,,Susceptible,
562.81197,,Resistant,
562.81204,,,Susceptible
562.81205,Susceptible,,
562.81208,Susceptible,,
562.81227,Resistant,,
562.81229,Susceptible,,Susceptible
562.81232,,Susceptible,
562.81234,,,Susceptible
562.81248,,Susceptible,
562.8446,,Susceptible,
562.8455,Susceptible,,
562.8474,Resistant,,
562.8481,Resistant,Susceptible,
562.8486,,,Susceptible
562.8495,,Resistant,
562.8527,Susceptible,,
562.8529,Susceptible,,
562.853,,,Susceptible
562.8534,,Susceptible,
562.8563,,,Susceptible
562.85631,,Resistant,
562.85638,,Resistant,
562.85642,,,Resistant
562.85646,,Susceptible,
562.8565,Resistant,,
562.85665,,Resistant,
562.8567,,,Resistant
562.85716,Susceptible,,
562.85727,,,Susceptible
562.85729,Susceptible,,
562.85739,Susceptible,,
562.85741,,,Susceptible
562.85753,,,Susceptible
562.85779,,Susceptible,
562.85786,,Susceptible,
562.85787,,Susceptible,
562.85793,Susceptible,,
562.85794,Susceptible,,
562.85801,Resistant,,
562.8582,,,Susceptible
562.85839,,Susceptible,
562.85845,Resistant,,
562.85857,Resistant,,
562.85863,,,Resistant
562.85879,Susceptible,,
562.8588,Susceptible,,
562.85897,Susceptible,,
562.859,,Resistant,
562.85903,,Susceptible,Susceptible
562.85905,,,Resistant
562.8591,,,Susceptible
562.85918,,Susceptible,
562.85924,Susceptible,,
562.85929,Resistant,,
562.85931,,Resistant,
562.85935,,,Susceptible
562.85966,,,Susceptible
562.85978,,,Susceptible
562.85984,,Susceptible,
562.85988,,Susceptible,
562.85992,,Susceptible,
562.85993,Susceptible,,
562.86002,Susceptible,Susceptible,
562.86022,,Resistant,
562.8603,Susceptible,,
562.86038,,,Susceptible
562.86043,,,Susceptible
562.8605,,Resistant,
562.86062,,Resistant,
562.86065,,Resistant,
562.86071,,Resistant,
562.86072,,,Susceptible
562.86076,,,Susceptible
562.86088,,Resistant,
562.8609,Resistant,,
562.86091,Resistant,,
562.86096,,,Susceptible
562.86103,,Resistant,
562.86107,,Resistant,
562.86114,,Susceptible,
562.86117,,Susceptible,Susceptible
562.8612,,Susceptible,
562.86121,Resistant,,
562.86128,Resistant,,
562.86133,,Resistant,
562.86138,,,Susceptible
562.86139,,Resistant,
562.86149,Susceptible,,
562.86154,,,Susceptible
562.86174,,Resistant,
562.86176,,,Susceptible
562.86177,,Resistant,
562.8618,,Susceptible,
562.86181,,,Susceptible
562.86182,,Resistant,
562.86202,Resistant,,
562.86211,Resistant,,
562.86217,,,Resistant
562.86224,,Resistant,
562.86234,,Susceptible,
562.86259,,,Susceptible
562.86277,,,Susceptible
562.86278,,,Susceptible
562.86292,,,Susceptible
562.86294,,Resistant,
562.86303,Resistant,,
562.8631,,,Susceptible
562.86319,Resistant,,
562.8632,,,Susceptible
562.86329,,Susceptible,
562.8633,,Resistant,Susceptible
562.86338,Resistant,,
562.86343,Resistant,,
562.86349,Resistant,,
562.86359,,Resistant,
562.8636,,Susceptible,
562.86362,Resistant,,
562.86365,,,Susceptible
562.86382,Susceptible,,
562.8639,,Susceptible,Susceptible
562.86398,,,Susceptible
562.86416,,,Susceptible
562.86418,,Susceptible,
562.86419,Resistant,,
562.86427,Resistant,,
562.86431,,Resistant,
562.86434,,,Susceptible
562.86438,,,Susceptible
562.86439,Susceptible,,
562.8644,,,Susceptible
562.86442,,Susceptible,
562.86461,Resistant,,
562.86465,,Resistant,
562.8648,,Resistant,
562.86499,,Susceptible,Susceptible
562.86507,Susceptible,,
562.86528,,,Susceptible
562.86529,,Resistant,
562.8653,,Resistant,
562.86537,,,Susceptible
562.86553,Resistant,,
562.86586,,,Susceptible
562.8659,,,Susceptible
562.86594,,Susceptible,
562.866,Susceptible,Susceptible,
562.86611,,,Susceptible
562.86612,Susceptible,,
562.86617,Susceptible,,
562.86621,,Susceptible,
562.86633,,Susceptible,
562.86636,,,Susceptible
562.86645,,Susceptible,Susceptible
562.86654,,,Susceptible
562.86678,,,Susceptible
562.86679,,,Susceptible
562.86697,Resistant,,
562.8671,,,Susceptible
562.86721,,,Susceptible
562.86723,Resistant,,
562.86734,Susceptible,,
562.86735,,,Susceptible
562.86748,Susceptible,,
562.86773,,,Susceptible
562.86774,,Susceptible,
562.86779,Susceptible,,
562.86795,,Susceptible,
562.86804,,,Susceptible
562.86806,,,Susceptible
562.86814,,Susceptible,
562.86818,Resistant,,Susceptible
562.86819,,,Susceptible
562.86842,,,Resistant
562.86887,Susceptible,,
562.86891,,Susceptible,
562.86894,,,Susceptible
562.86905,Susceptible,,
562.86911,Susceptible,,
562.86937,,,Susceptible
562.86945,,,Susceptible
562.8695,,Susceptible,
562.86959,,Susceptible,
562.86965,,,Susceptible
562.86972,Susceptible,,
562.86975,,Susceptible,
562.86992,Susceptible,,
562.86993,,,Susceptible
562.87003,Resistant,,
562.87004,Resistant,,
562.87022,,Susceptible,
562.87072,,Susceptible,
562.87074,Susceptible,,
562.87075,,,Susceptible
562.87078,Susceptible,,
562.87578,,,Susceptible
562.87579,,,Susceptible
562.87585,,Susceptible,
562.87587,Resistant,,
562.87593,,Resistant,
562.87619,Susceptible,,
562.8762,Susceptible,,
562.87626,,Susceptible,
562.8763,Susceptible,,
562.87637,,Susceptible,
562.87644,Susceptible,,
562.87645,,,Susceptible
562.87648,Susceptible,,
562.87649,Susceptible,,
562.87662,Susceptible,,
562.87663,,,Susceptible
562.8767,,,Susceptible
562.87686,,Susceptible,
562.87699,,Susceptible,
562.877,Resistant,,
562.87708,,,Susceptible
562.87717,,Resistant,
562.87727,,Resistant,
562.8773,,Resistant,
562.87733,,,Susceptible
562.87739,,,Susceptible
562.87741,,Susceptible,Susceptible
562.87756,,Susceptible,
562.87764,,Susceptible,
562.87777,,Susceptible,
562.87778,Susceptible,,
562.87799,,,Resistant
562.87806,Resistant,,
562.8782,Susceptible,,
562.87822,,,Resistant
562.87823,,,Susceptible
562.8784,Susceptible,,
562.87853,Susceptible,,
562.87865,,,Susceptible
562.87872,Susceptible,,
562.87897,,Susceptible,
562.87907,Susceptible,Susceptible,
562.87914,,,Susceptible
562.87926,,Susceptible,
562.87945,,,Susceptible
562.87946,Susceptible,,
562.87952,,Resistant,
562.87959,,,Susceptible
562.87962,,Resistant,
562.87968,,,Susceptible
562.87972,Susceptible,,
562.87996,Susceptible,,
562.87997,,,Susceptible
562.87998,,,Susceptible
562.88013,,,Susceptible
562.88047,Susceptible,,
562.88062,,Susceptible,
562.88065,,Susceptible,
562.88074,,Resistant,
562.88077,,Resistant,
562.88096,,Susceptible,
562.88098,Susceptible,,
562.881,Susceptible,,
562.88134,,Susceptible,
562.88136,,,Susceptible
562.88147,,Resistant,
562.88165,,,Susceptible
562.88182,Susceptible,,
562.88183,,Susceptible,
562.88184,,Susceptible,
562.88202,Resistant,,
562.88206,,,Susceptible
562.88209,Resistant,,
562.88224,,Susceptible,
562.88228,Susceptible,,
562.8823,,Susceptible,
562.88235,Resistant,,
562.88252,Susceptible,Susceptible,
562.88259,,,Susceptible
562.88263,Susceptible,,
562.88269,Resistant,,
562.88299,Resistant,,
562.88308,,Susceptible,
562.88318,Resistant,,
562.88321,,Resistant,Susceptible
562.88323,Resistant,,
562.88326,Resistant,,
562.88327,,,Susceptible
562.88354,,,Susceptible
562.88356,Resistant,Resistant,
562.8836,,,Susceptible
562.88361,,,Susceptible
562.88368,Susceptible,,
562.8839,Resistant,,
562.88394,Resistant,,
562.88405,Resistant,Susceptible,
562.88406,,,Resistant
562.88414,,,Susceptible
562.88416,,Susceptible,
562.88426,,Susceptible,
562.8843,,Susceptible,
562.88436,Susceptible,,
562.88438,Resistant,,
562.88441,,,Susceptible
562.88442,,,Susceptible
562.88449,,,Susceptible
562.8846,Susceptible,,
562.88467,,,Susceptible
562.88468,,Susceptible,
562.88479,,Susceptible,
562.88481,,Susceptible,
562.88502,,Susceptible,
562.88521,,Susceptible,
562.88523,,,Susceptible
562.88531,Susceptible,,Susceptible
562.88554,,Resistant,
562.88559,,,Susceptible
562.8857,,,Susceptible
562.88581,,Susceptible,Susceptible
562.88586,,,Susceptible
562.88588,,,Susceptible
562.88589,Resistant,,
562.88592,,,Susceptible
562.88594,Susceptible,,
562.88607,Susceptible,,
562.88627,,Susceptible,
562.88629,,,Susceptible
562.88638,Susceptible,,
562.88641,,,Susceptible
562.88644,,,Susceptible
562.88648,,Resistant,
562.88665,Resistant,,
562.88682,,Resistant,
562.88685,,Susceptible,
562.88699,Susceptible,,
562.88719,Resistant,,Susceptible
562.8872,,,Susceptible
562.88727,Resistant,,
562.88746,,,Susceptible
562.88749,,,Resistant
562.88758,Susceptible,,
562.88766,Susceptible,,
562.88789,,Resistant,
562.88791,,,Susceptible
562.88792,,Susceptible,
562.88797,Susceptible,,
562.88807,,,Susceptible
562.88813,Susceptible,,
562.88819,Resistant,,
562.88846,,,Susceptible
562.8885,,,Susceptible
562.88863,Susceptible,,
562.88871,,,Susceptible
562.88873,,Susceptible,
562.88894,Resistant,,
562.88895,,Susceptible,
562.88912,,Susceptible,
562.88922,,Susceptible,
562.88925,Resistant,,
562.88935,,,Resistant
562.88937,,Susceptible,
562.88938,Resistant,,
562.88947,Resistant,,
562.88948,,,Resistant
562.88964,,Susceptible,
562.88967,,,Susceptible
562.88968,,Susceptible,
562.88971,,Resistant,
562.88973,,,Resistant
562.88994,Susceptible,,
562.8902,,Resistant,
562.8903,,,Susceptible
562.89031,Susceptible,,
562.89048,,Susceptible,
562.89054,,Susceptible,
562.89069,Susceptible,,
562.89075,Susceptible,,
562.89083,,,Susceptible
562.89088,,,Susceptible
562.89091,,,Susceptible
562.89102,,,Susceptible
562.89105,,,Susceptible
562.89109,,,Susceptible
562.89124,,Susceptible,
562.89128,Susceptible,Susceptible,
562.89136,,,Susceptible
562.89141,,,Susceptible
562.89142,Susceptible,,
562.89148,Susceptible,,
562.89153,,,Susceptible
562.89154,Susceptible,,
562.8916,,,Susceptible
562.89165,Susceptible,,
562.89168,Susceptible,,
562.89178,,Susceptible,
562.8918,Susceptible,,
562.89184,,Susceptible,
562.89198,,,Susceptible
562.89206,Susceptible,,
562.8921,,,Susceptible
562.89216,,,Susceptible
562.89222,Susceptible,,
562.89243,,Resistant,
562.8926,,,Susceptible
562.89262,,,Susceptible
562.89263,,Resistant,
562.89265,,,Susceptible
562.89268,,Susceptible,
562.89281,,Susceptible,
562.89775,,,Susceptible
562.89798,,Susceptible,
562.898,Susceptible,,
562.89804,Susceptible,,
562.89809,Susceptible,,
562.89842,Susceptible,,
562.89843,,Resistant,
562.89846,,,Susceptible
562.89921,,,Susceptible
562.89925,Susceptible,,
562.89934,Resistant,,
562.89955,Susceptible,,
562.89961,,,Susceptible
562.89962,,Susceptible,
562.89964,,,Susceptible
562.89979,Susceptible,,
562.89983,,Resistant,
562.89988,Susceptible,,
562.90004,,Susceptible,
562.90009,,,Susceptible
562.9001,,,Susceptible
562.90011,,Susceptible,
562.90014,,,Susceptible
562.90018,,,Susceptible
562.90024,Susceptible,,
562.90025,,Susceptible,
562.90029,Susceptible,,
562.90038,Susceptible,,
562.9004,,Susceptible,
562.90048,,Susceptible,
562.90051,,Resistant,
562.90056,,,Susceptible
562.90063,Susceptible,,
562.90079,,Susceptible,
562.90084,Susceptible,,
562.90091,,,Susceptible
562.90094,Susceptible,,
562.90098,,,Susceptible
562.90102,Susceptible,,
562.90117,Susceptible,,
562.9012,,,Susceptible
562.90126,,,Susceptible
562.9013,,Susceptible,
562.90136,,,Susceptible
562.90151,Susceptible,,
562.90163,,,Resistant
562.90172,,Susceptible,
562.90181,,Susceptible,
562.90182,Susceptible,,
562.90191,,Susceptible,
562.902,,Susceptible,
562.90204,,,Resistant
562.90213,Susceptible,,
562.90214,Susceptible,,
562.90218,,Resistant,
562.90229,,,Susceptible
562.90244,,,Susceptible
562.90255,,,Susceptible
562.90261,,Susceptible,
562.90262,Susceptible,,
562.90274,,Susceptible,
562.90283,,,Susceptible
562.90312,Susceptible,,
562.90314,,Susceptible,
562.90329,,Susceptible,
562.90332,,,Susceptible
562.90339,,,Resistant
562.90341,Susceptible,,
562.90349,,Resistant,
562.90353,Susceptible,Susceptible,
562.90359,Susceptible,,
562.9038,,,Susceptible
562.90402,,Susceptible,
562.90432,,Susceptible,
562.90436,Susceptible,,
562.90439,,Susceptible,
562.90451,,,Susceptible
562.90456,Susceptible,,
562.90465,Resistant,Resistant,
562.905,Resistant,,
562.90504,,Resistant,
562.90512,,Resistant,
562.90521,,,Resistant
562.90522,,,Susceptible
562.90523,,Resistant,
562.9053,,,Susceptible
562.9054,,,Susceptible
562.9055,,Susceptible,
562.90558,Susceptible,,
562.9057,Susceptible,,
562.90584,Susceptible,,
562.90589,,Susceptible,
562.90597,,Resistant,
562.90602,,,Resistant
562.90608,,,Susceptible
562.9061,,Resistant,
562.9062,Susceptible,,
562.9063,,Resistant,
562.90642,Susceptible,,
562.90643,Susceptible,,Susceptible
562.90654,,Susceptible,
562.9066,,Susceptible,Susceptible
562.90665,,Susceptible,
562.90681,Susceptible,Susceptible,
562.90697,,Resistant,Resistant
562.90698,,Resistant,
562.90702,,,Resistant
562.90703,,,Resistant
562.9071,,Resistant,
562.90718,Resistant,,
562.90738,Susceptible,,
562.90739,,,Susceptible
562.90744,,Susceptible,
562.90757,,Susceptible,
562.90766,,Resistant,
562.90781,Resistant,,
562.90787,,,Susceptible
562.90788,,Resistant,
562.90795,Susceptible,,
562.90829,,,Resistant
562.90837,Susceptible,,
562.9084,Susceptible,,Susceptible
562.9085,Susceptible,,
562.90867,,,Susceptible
562.90893,,,Susceptible
562.90896,Susceptible,,
562.90901,Susceptible,,
562.90907,Susceptible,,
562.9092,,Resistant,
562.90931,,Susceptible,
562.90956,Susceptible,,
562.9097,,,Susceptible
562.90971,Resistant,,
562.90985,,,Susceptible
562.90995,,,Susceptible
562.90996,Resistant,,
562.91014,,,Resistant
562.91022,Resistant,,
562.91027,,,Susceptible
562.91033,,,Susceptible
562.91034,,,Susceptible
562.91044,,,Susceptible
562.91049,,Susceptible,
562.91053,,Susceptible,
562.91058,,,Susceptible
562.91061,,Susceptible,
562.91096,,,Susceptible
562.91119,,Resistant,
562.91162,,,Resistant
562.91165,Resistant,,
562.9117,,,Resistant
562.91171,Resistant,,
562.91181,,Susceptible,
562.91186,,Resistant,
562.91192,,Resistant,
562.91197,,,Susceptible
562.91202,,,Susceptible
562.91206,,,Susceptible
562.91213,,,Susceptible
562.91215,Susceptible,,
562.91246,,Susceptible,
562.91256,Resistant,,
562.91271,Resistant,,
562.91276,Resistant,,Resistant
562.91281,Resistant,,
562.91301,,,Susceptible
562.91316,Susceptible,,
562.91335,Resistant,,
562.91339,Susceptible,,
562.9134,,Susceptible,
562.91361,Susceptible,,
562.91368,,,Susceptible
562.9139,,Resistant,
562.91406,,,Susceptible
562.91408,,Susceptible,
562.91417,,Susceptible,
562.91428,,,Susceptible
562.9143,,Susceptible,
562.91431,,Susceptible,
562.91444,,,Resistant
562.91446,,,Susceptible
562.91449,Susceptible,,
562.91459,Resistant,,
562.91465,,Susceptible,
562.91467,,Resistant,
562.91491,,Susceptible,Resistant
562.91495,Susceptible,,
562.91497,,,Susceptible
562.9152,Resistant,,
562.91522,Resistant,,
562.91524,,,Susceptible
562.91539,,Susceptible,
562.91541,Susceptible,,
562.91548,Susceptible,,
562.91564,,,Resistant
562.9157,Resistant,,
562.91582,,Susceptible,
562.91585,Susceptible,,
562.91587,,,Susceptible
562.91589,Resistant,,
562.9159,,Susceptible,
562.91591,,Susceptible,
562.91606,,Resistant,
562.91608,,Resistant,
562.91649,Susceptible,,
562.91652,,Susceptible,Susceptible
562.91658,,Resistant,
562.91665,,,Susceptible
562.91668,Susceptible,,
562.91678,,Resistant,
562.91679,,,Susceptible
562.91686,,,Susceptible
562.91696,Resistant,,
562.91706,Susceptible,,
562.91712,,Susceptible,
562.91718,,Resistant,
562.91744,,Resistant,
562.91754,,Resistant,
562.91786,,Susceptible,
562.91798,,Resistant,
562.91803,,Resistant,
562.91807,Resistant,,
562.9182,,,Susceptible
562.91825,,Susceptible,
562.91847,,Susceptible,
562.91856,,Susceptible,
562.9186,Resistant,,
562.91867,,,Susceptible
562.91874,,Susceptible,
562.91882,,,Susceptible
562.91884,,Susceptible,
562.91885,Resistant,,
562.91887,Resistant,,
562.91894,,Susceptible,
562.91913,,,Susceptible
562.91914,,Resistant,
562.91926,,,Resistant
562.91967,,,Susceptible
562.9197,Resistant,,
562.91974,Resistant,,
562.91977,Resistant,,
562.91988,,Resistant,
562.91989,,,Susceptible
562.9199,,Resistant,
562.91999,,Susceptible,
562.92008,,Susceptible,
562.92012,,Resistant,
562.92015,Susceptible,,
562.92021,,,Resistant
562.92022,,Susceptible,
562.92024,Susceptible,,
562.92025,,,Susceptible
562.92026,,Resistant,Susceptible
562.92028,Resistant,,Resistant
562.92029,,Susceptible,
562.9204,,,Susceptible
562.92043,,Susceptible,
562.92048,,Susceptible,
562.92049,,,Susceptible
562.92055,Susceptible,,
562.92058,Susceptible,,
562.92062,,Resistant,
562.9207,Susceptible,Susceptible,
562.9215,,Susceptible,
562.9216,,Susceptible,
562.9228,,Susceptible,
562.9243,Susceptible,,
562.9247,,Susceptible,
562.9253,Susceptible,Susceptible,Susceptible
562.9259,Susceptible,,
562.9262,,,Susceptible
562.9266,,Susceptible,
562.9282,Susceptible,,
562.9288,,Susceptible,
562.9289,Susceptible,,
562.9292,Susceptible,,
562.9312,Susceptible,,
562.9319,,Susceptible,
562.9397,,,Resistant
562.93985,,,Susceptible
562.93995,,Susceptible,
562.93996,,,Susceptible
562.93998,,,Susceptible
562.94008,Resistant,Resistant,
562.94026,,,Susceptible
562.94028,Susceptible,,
562.94031,,,Susceptible
562.94037,,Resistant,
562.94039,,,Susceptible
562.94043,,Susceptible,
562.94044,,Susceptible,
562.94051,,Susceptible,
562.94052,,,Susceptible
562.94075,,Resistant,
562.94086,Resistant,,
562.94087,Resistant,,
562.94104,Resistant,,
562.94107,Resistant,,
562.94138,,,Susceptible
562.9416,,Resistant,
562.94169,Susceptible,Susceptible,
562.9417,,,Susceptible
562.94174,,Resistant,
562.94177,Resistant,,
562.94199,,Susceptible,
562.94206,Resistant,,
562.94207,Resistant,,
562.94208,Resistant,,
562.94233,Susceptible,,
562.94247,,Susceptible,
562.94248,Susceptible,,
562.94259,,,Susceptible
562.94266,,Susceptible,
562.94267,,Susceptible,
562.94273,,Susceptible,
562.94289,,Resistant,
562.94306,,Susceptible,
562.94315,,,Susceptible
562.94328,,Susceptible,
562.94344,,Susceptible,
562.94351,,,Susceptible
562.94353,,Susceptible,
562.94358,Susceptible,,
562.94361,,Susceptible,
562.94367,Susceptible,,
562.94379,,,Susceptible
562.94414,,,Susceptible
562.94415,,,Susceptible
562.9443,,,Resistant
562.94431,Resistant,,
562.94446,Susceptible,,
562.9445,,,Susceptible
562.94457,Susceptible,,
562.94462,Susceptible,,
562.94467,,,Susceptible
562.94468,,,Susceptible
562.94477,,Susceptible,
562.945,,,Susceptible
562.9451,,,Susceptible
562.94517,,Susceptible,
562.94524,,Resistant,
562.95707,,Resistant,
562.95714,,,Susceptible
562.95716,,Susceptible,
562.9573,,Susceptible,Susceptible
562.95734,,,Susceptible
562.95737,,Susceptible,
562.95745,Susceptible,,
562.95767,,,Susceptible
562.95769,Susceptible,,
562.95795,,Susceptible,
562.95798,,,Susceptible
562.95801,,,Susceptible
562.95805,Susceptible,,
562.95808,,,Susceptible
562.95816,,Resistant,
562.95844,,Susceptible,
562.95872,,Susceptible,
562.959,,,Susceptible
562.95901,Resistant,,
562.95905,Resistant,Resistant,
562.95915,Resistant,,
562.95918,,,Susceptible
562.95923,,Resistant,
562.95926,Resistant,,
562.95927,,Resistant,
562.95942,,Resistant,
562.95943,Resistant,,
562.95955,,Susceptible,
562.95957,Resistant,,
562.95969,,,Susceptible
562.95974,,Resistant,
562.95999,Resistant,,
562.96005,,Susceptible,
562.96006,,,Susceptible
562.96008,Resistant,,
562.96013,Resistant,,
562.96022,,,Resistant
562.96024,,,Resistant
562.96036,,Resistant,
562.9605,,Susceptible,
562.96053,Resistant,,
562.96061,,Resistant,
562.96062,Susceptible,,
562.96076,Susceptible,,
562.96082,,Susceptible,
562.96083,,,Susceptible
562.96091,Susceptible,,
562.96126,,Resistant,
562.96135,,,Susceptible
562.96138,,,Susceptible
562.96144,,Susceptible,
562.96154,,,Susceptible
562.96158,Susceptible,,
562.96166,,Susceptible,
562.96186,Susceptible,,
562.96206,,,Susceptible
562.96223,,,Susceptible
562.96233,,,Resistant
562.96254,,Susceptible,
562.96265,Resistant,Susceptible,
562.96275,,,Susceptible
562.96283,Susceptible,,
562.96305,Susceptible,,
562.96321,Susceptible,,Susceptible
562.96336,,,Susceptible
562.96359,,,Susceptible
562.96361,Susceptible,,
562.96378,Susceptible,,Susceptible
562.96383,,,Susceptible
562.96391,,Susceptible,
562.96399,Susceptible,Susceptible,
562.96418,,Resistant,
562.96431,Susceptible,,Susceptible
562.96439,,,Susceptible
562.96441,,,Susceptible
562.96442,,,Susceptible
562.96464,,,Susceptible
562.96465,Susceptible,,
562.96466,,Susceptible,
562.96474,,,Susceptible
562.96477,Susceptible,,Susceptible
562.96481,,Susceptible,
562.96485,Resistant,,
562.96486,,Susceptible,
562.9649,,,Susceptible
562.96498,,Susceptible,
562.96503,Susceptible,,
562.96509,,Resistant,
562.96521,,Resistant,
562.9654,Resistant,,
562.96543,,,Susceptible
562.9655,,Susceptible,
562.96554,,,Susceptible
562.96555,,,Susceptible
562.96561,,,Susceptible
562.96564,,,Susceptible
562.96578,,,Susceptible
562.9658,Susceptible,,
562.96582,Susceptible,,
562.96583,Susceptible,,
562.96603,,Resistant,
562.96606,Susceptible,,
562.96611,Susceptible,,
562.96612,,Resistant,
562.96614,Susceptible,,
562.9662,Susceptible,,
562.9663,Susceptible,,
562.96636,,Susceptible,
562.96637,,Susceptible,
562.96649,,,Susceptible
562.9665,,,Susceptible
562.96653,Susceptible,Susceptible,
562.96676,,Susceptible,Susceptible
562.96681,Resistant,Susceptible,
562.96684,Resistant,,
562.9669,Resistant,,
562.96697,,Susceptible,Susceptible
562.96698,,Susceptible,
562.96701,Resistant,,
562.9671,,Resistant,
562.96712,Resistant,,
562.96717,,,Susceptible
562.96719,Susceptible,,
562.96723,,Susceptible,
562.96724,,,Susceptible
562.96727,Susceptible,,
562.96741,Susceptible,,
562.96745,,Resistant,
562.96752,,,Susceptible
562.9676,Susceptible,,
562.96767,Susceptible,,
562.9677,,,Susceptible
562.96772,,Susceptible,
562.96775,,Susceptible,
562.96777,,Susceptible,
562.96778,,Susceptible,
562.96788,,Resistant,
562.96789,,Resistant,Susceptible
562.96791,,Resistant,
562.96792,Resistant,,
562.9681,Susceptible,,
562.96814,,Susceptible,
562.96819,,Susceptible,
562.96821,,,Susceptible
562.96824,,Susceptible,
562.96826,,,Susceptible
562.96828,,,Susceptible
562.96834,Susceptible,,
562.96835,Susceptible,,
562.96843,,,Susceptible
562.96847,,Resistant,
562.96852,,Resistant,
562.96856,,Resistant,
562.96874,,,Susceptible
562.96882,,Susceptible,
562.96887,,,Susceptible
562.96891,,Susceptible,
562.96892,,,Susceptible
562.96897,,Resistant,
562.96901,,Resistant,
562.96906,,,Susceptible
562.96916,,Susceptible,
562.96919,,,Susceptible
562.96939,,Resistant,
562.96941,,Susceptible,
562.96944,,Susceptible,
562.9696,,Resistant,Susceptible
562.96967,,Susceptible,
562.96979,,,Susceptible
562.96983,,,Susceptible
562.96992,Resistant,,
562.97006,,,Susceptible
562.9701,,,Susceptible
562.97014,,Susceptible,
562.97028,,,Susceptible
562.97042,Susceptible,,
562.97051,Susceptible,,
562.97058,,,Susceptible
562.97067,,Resistant,
562.97073,,Resistant,
562.97082,,Susceptible,
562.97092,,Susceptible,
562.97093,,,Susceptible
562.97096,,,Susceptible
562.97101,,,Susceptible
562.97113,,,Susceptible
562.97115,Susceptible,,
562.97126,,Susceptible,
562.97133,,Susceptible,
562.97136,,Susceptible,
562.97139,,Susceptible,
562.97143,Susceptible,,
562.97144,Susceptible,,
562.97145,,,Susceptible
562.9715,,Susceptible,
562.97153,,Susceptible,
562.97157,Susceptible,,Susceptible
562.97158,,Susceptible,
